dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification,indicator_category_code
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"45-49, Female, Positive",POkbpo4D13c,POkbpo4D13c,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"45-49, Male, Positive",WjX1mRJp9NV,WjX1mRJp9NV,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"45-49, Unknown Sex, Positive",lPQmPQKaWMe,lPQmPQKaWMe,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"50+, Female, Positive",kGlGj9LDonu,kGlGj9LDonu,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"50+, Male, Positive",FgwkSYUXq8x,FgwkSYUXq8x,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"50+, Unknown Sex, Positive",JSXsRftezHm,JSXsRftezHm,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"5-9, Female, Positive",hiUhhVpgUMg,hiUhhVpgUMg,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"5-9, Male, Positive",IxSwaxNCt1n,IxSwaxNCt1n,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"5-9, Unknown Sex, Positive",mIhOqYvHZj6,mIhOqYvHZj6,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"Unknown Age, Female, Positive",ri1PDF5Ie9s,ri1PDF5Ie9s,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"Unknown Age, Male, Positive",vr781k56Fh9,vr781k56Fh9,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_NEW (N, MOH, Age/Sex/HIVStatus): New on ART","TX_NEW (N, MOH, Age/Sex/HIVStatus)",TX_NEW_N_MOH_Age_Sex_HIVStatus,l697bKzFRSv,Number of adults and children newly enrolled on ART,"Unknown Age, Unknown Sex, Positive",VgXq6wpPRWX,VgXq6wpPRWX,fine,TX_NEW
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<15, Female, Positive",chrwpNxHlQQ,chrwpNxHlQQ,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15+, Female, Positive",Yf1BiWq71NE,Yf1BiWq71NE,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<15, Male, Positive",zHSL7ATXJib,zHSL7ATXJib,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15+, Male, Positive",XX7hDj6iz0D,XX7hDj6iz0D,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<15, Unknown Sex, Positive",uURluLqPIJ5,uURluLqPIJ5,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15+, Unknown Sex, Positive",qli3maq9Ot7,qli3maq9Ot7,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Female, Positive",P9UIhogYbAa,P9UIhogYbAa,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Male, Positive",UN9ZOZLLVqN,UN9ZOZLLVqN,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age Aggregated/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age Agg/Sex/HIV)",TX_PVLS_D_MOH_Age_Agg_Sex_HIV,V90qY58Tqmi,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Unknown Sex, Positive",Gfje2jHn5TY,Gfje2jHn5TY,coarse,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"10-14, Male, Positive",tEMe0224zlP,tEMe0224zlP,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"1-4, Female, Positive",dRjezxQktoz,dRjezxQktoz,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"1-4, Male, Positive",jjUGfPF0ObP,jjUGfPF0ObP,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15-19, Female, Positive",QqlHrg6f0Sm,QqlHrg6f0Sm,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15-19, Male, Positive",LpnJL4zZxRH,LpnJL4zZxRH,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<1, Female, Positive",OMVFa98P0Yg,OMVFa98P0Yg,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<1, Male, Positive",GnpJeq2XENE,GnpJeq2XENE,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"20-24, Female, Positive",LyXZybq6Sjf,LyXZybq6Sjf,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"20-24, Male, Positive",NCnIv37EwU1,NCnIv37EwU1,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"25-29, Female, Positive",zqARzn2wVj5,zqARzn2wVj5,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"25-29, Male, Positive",y9LP85d8t4b,y9LP85d8t4b,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"30-34, Female, Positive",Vi8sd7mvZW4,Vi8sd7mvZW4,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"30-34, Male, Positive",YDzeLL6xf5o,YDzeLL6xf5o,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"35-39, Female, Positive",hRq4baaUamW,hRq4baaUamW,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"35-39, Male, Positive",XcW5HWccYYZ,XcW5HWccYYZ,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"40-44, Female, Positive",PEXIFVXGP9S,PEXIFVXGP9S,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"40-44, Male, Positive",zouTxRQ0kXP,zouTxRQ0kXP,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"45-49, Female, Positive",J8fGj3Iefbc,J8fGj3Iefbc,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"45-49, Male, Positive",zUjkTTlva36,zUjkTTlva36,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"50+, Female, Positive",lR2zeQ9VfB8,lR2zeQ9VfB8,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"50+, Male, Positive",QwUdNwRA8Uc,QwUdNwRA8Uc,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"5-9, Female, Positive",zLbjm4E1NsG,zLbjm4E1NsG,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"5-9, Male, Positive",p1HABZs9ydt,p1HABZs9ydt,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Female, Positive",GILufDV2tEB,GILufDV2tEB,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (D, MOH, Age/Sex/HIVStatus): Viral Load Documented","TX_PVLS (D, MOH, Age/Sex/HIV)",TX_PVLS_D_MOH_Age_Sex_HIV,LZjX8KhIujF,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Male, Positive",undUoo1tECg,undUoo1tECg,fine,TX_PVLS_DEN
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<15, Female, Positive",chrwpNxHlQQ,chrwpNxHlQQ,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15+, Female, Positive",Yf1BiWq71NE,Yf1BiWq71NE,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<15, Male, Positive",zHSL7ATXJib,zHSL7ATXJib,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15+, Male, Positive",XX7hDj6iz0D,XX7hDj6iz0D,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<15, Unknown Sex, Positive",uURluLqPIJ5,uURluLqPIJ5,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15+, Unknown Sex, Positive",qli3maq9Ot7,qli3maq9Ot7,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Female, Positive",P9UIhogYbAa,P9UIhogYbAa,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Male, Positive",UN9ZOZLLVqN,UN9ZOZLLVqN,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age Aggregated/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age Agg/Sex/HIV)",TX_PVLS_N_MOH_Age_Agg_Sex_HIV,WxSk9gth9z0,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"Unknown Age, Unknown Sex, Positive",Gfje2jHn5TY,Gfje2jHn5TY,coarse,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"10-14, Male, Positive",tEMe0224zlP,tEMe0224zlP,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"1-4, Female, Positive",dRjezxQktoz,dRjezxQktoz,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"1-4, Male, Positive",jjUGfPF0ObP,jjUGfPF0ObP,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15-19, Female, Positive",QqlHrg6f0Sm,QqlHrg6f0Sm,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"15-19, Male, Positive",LpnJL4zZxRH,LpnJL4zZxRH,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<1, Female, Positive",OMVFa98P0Yg,OMVFa98P0Yg,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"<1, Male, Positive",GnpJeq2XENE,GnpJeq2XENE,fine,TX_PVLS_NUM
MER Results: MOH Facility Based FY22,"TX_PVLS (N, MOH, Age/Sex/HIVStatus): 12 Months Viral Load < 1000","TX_PVLS (N, MOH, Age/Sex/HIV)",TX_PVLS_N_MOH_Age_Sex_HIV,bISVJGjG2Pa,Number of adult and pediatric ART patients with a viral load result documented in the patient medical record and /or laboratory records  in the past 12 months,"20-24, Female, Positive",LyXZybq6Sjf,LyXZybq6Sjf,fine,TX_PVLS_NUM
