dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Female, Positive",eMDryqgBqKh,eMDryqgBqKh
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Male, Negative",lWu7SBzobyy,lWu7SBzobyy
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Male, Positive",MdmCNJP0m4l,MdmCNJP0m4l
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Female, Negative",RWamubq4SlI,RWamubq4SlI
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Female, Positive",hslBabVtfA5,hslBabVtfA5
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Male, Negative",kDRgHjq9iSD,kDRgHjq9iSD
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Male, Positive",Y7O1XuHabt3,Y7O1XuHabt3
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Female, Negative",MBCxSpEpqQ9,MBCxSpEpqQ9
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Female, Positive",VdWPA7ZsG16,VdWPA7ZsG16
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Male, Negative",JevNCPpbfiA,JevNCPpbfiA
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Male, Positive",Bg6Fz85OiHn,Bg6Fz85OiHn
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Female, Negative",BODl0Rp0Qv6,BODl0Rp0Qv6
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Female, Positive",lWGvC0Cxb6c,lWGvC0Cxb6c
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Male, Negative",MOgc5CUZPxT,MOgc5CUZPxT
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Male, Positive",lTGq7tpNEIh,lTGq7tpNEIh
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Female, Negative",vjUqq1nD06d,vjUqq1nD06d
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Female, Positive",eKi2JrxXOod,eKi2JrxXOod
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Male, Negative",bA8IsAMWrwK,bA8IsAMWrwK
"HTS_TST (N, DSD, HomeMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age>10/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agegt10_Sex_Result,d69rFCjz0TE,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Male, Positive",ShBelJWI7TI,ShBelJWI7TI
"HTS_TST (N, DSD, HomeMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age<10/Result)",HTC_TST_N_DSD_HomeMod_Agelt10_Result,aooqyfRcgnl,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","1-9, Negative",aGE34A1232w,aGE34A1232w
"HTS_TST (N, DSD, HomeMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age<10/Result)",HTC_TST_N_DSD_HomeMod_Agelt10_Result,aooqyfRcgnl,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","1-9, Positive",Cq6i2SJViTm,Cq6i2SJViTm
"HTS_TST (N, DSD, HomeMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age<10/Result)",HTC_TST_N_DSD_HomeMod_Agelt10_Result,aooqyfRcgnl,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<1, Negative",UUSVaxGgMR0,UUSVaxGgMR0
"HTS_TST (N, DSD, HomeMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Age<10/Result)",HTC_TST_N_DSD_HomeMod_Agelt10_Result,aooqyfRcgnl,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<1, Positive",TYRdnlMBYqt,TYRdnlMBYqt
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<15, Female, Negative",SpQbhb9EJjt,SpQbhb9EJjt
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15+, Female, Negative",Pjb5TRAmBGi,Pjb5TRAmBGi
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<15, Female, Positive",mq33twqgDWZ,mq33twqgDWZ
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15+, Female, Positive",LnYfq7wx1hN,LnYfq7wx1hN
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<15, Male, Negative",T4GeVmTlku0,T4GeVmTlku0
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15+, Male, Negative",yRKlFwgl0rw,yRKlFwgl0rw
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<15, Male, Positive",PrS9RqE1nmz,PrS9RqE1nmz
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15+, Male, Positive",E2NnF5pE5K1,E2NnF5pE5K1
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Female, Negative",TYbr3JOxa52,TYbr3JOxa52
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Female, Positive",XDTwB2A1yY0,XDTwB2A1yY0
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Male, Negative",T7QvqSUhsns,T7QvqSUhsns
"HTS_TST (N, DSD, HomeMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, HomeMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_HomeMod_Agg_Age_Sex_Result,OSjqOnhoPBt,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Male, Positive",WhxSPg1g9Og,WhxSPg1g9Og
"HTS_TST (N, DSD): HTS received results","HTS_TST (N, DSD)",HTC_TST_N_DSD,K6f6jR0NOcZ,"Number of individuals who received HIV Testing Services (HTS) and received their test results.",default,HllvX50cXC0,HllvX50cXC0
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","10-14, Female, Negative",TDHx9BOctLY,TDHx9BOctLY
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","10-14, Female, Positive",pPoX6WdTN1o,pPoX6WdTN1o
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","10-14, Male, Negative",XgKovS7fFRx,XgKovS7fFRx
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","10-14, Male, Positive",oTktnIbDgWE,oTktnIbDgWE
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Female, Negative",HsMbK8KguaI,HsMbK8KguaI
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Female, Positive",eMDryqgBqKh,eMDryqgBqKh
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Male, Negative",lWu7SBzobyy,lWu7SBzobyy
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15-19, Male, Positive",MdmCNJP0m4l,MdmCNJP0m4l
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Female, Negative",RWamubq4SlI,RWamubq4SlI
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Female, Positive",hslBabVtfA5,hslBabVtfA5
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Male, Negative",kDRgHjq9iSD,kDRgHjq9iSD
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","20-24, Male, Positive",Y7O1XuHabt3,Y7O1XuHabt3
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Female, Negative",MBCxSpEpqQ9,MBCxSpEpqQ9
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Female, Positive",VdWPA7ZsG16,VdWPA7ZsG16
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Male, Negative",JevNCPpbfiA,JevNCPpbfiA
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","25-49, Male, Positive",Bg6Fz85OiHn,Bg6Fz85OiHn
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Female, Negative",BODl0Rp0Qv6,BODl0Rp0Qv6
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Female, Positive",lWGvC0Cxb6c,lWGvC0Cxb6c
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Male, Negative",MOgc5CUZPxT,MOgc5CUZPxT
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","50+, Male, Positive",lTGq7tpNEIh,lTGq7tpNEIh
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Female, Negative",vjUqq1nD06d,vjUqq1nD06d
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Female, Positive",eKi2JrxXOod,eKi2JrxXOod
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Male, Negative",bA8IsAMWrwK,bA8IsAMWrwK
"HTS_TST (N, DSD, IndexMod/AgeAboveTen/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age>10/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agegt10_Sex_Result,MMODRH694Pm,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","Unknown Age, Male, Positive",ShBelJWI7TI,ShBelJWI7TI
"HTS_TST (N, DSD, IndexMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age<10/Result)",HTC_TST_N_DSD_IndexMod_Agelt10_Result,BrmHfc783IA,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","1-9, Negative",aGE34A1232w,aGE34A1232w
"HTS_TST (N, DSD, IndexMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age<10/Result)",HTC_TST_N_DSD_IndexMod_Agelt10_Result,BrmHfc783IA,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","1-9, Positive",Cq6i2SJViTm,Cq6i2SJViTm
"HTS_TST (N, DSD, IndexMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age<10/Result)",HTC_TST_N_DSD_IndexMod_Agelt10_Result,BrmHfc783IA,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<1, Negative",UUSVaxGgMR0,UUSVaxGgMR0
"HTS_TST (N, DSD, IndexMod/AgeLessThanTen/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Age<10/Result)",HTC_TST_N_DSD_IndexMod_Agelt10_Result,BrmHfc783IA,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<1, Positive",TYRdnlMBYqt,TYRdnlMBYqt
"HTS_TST (N, DSD, IndexMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agg_Age_Sex_Result,IVi58QZ4gRT,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<15, Female, Negative",SpQbhb9EJjt,SpQbhb9EJjt
"HTS_TST (N, DSD, IndexMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agg_Age_Sex_Result,IVi58QZ4gRT,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15+, Female, Negative",Pjb5TRAmBGi,Pjb5TRAmBGi
"HTS_TST (N, DSD, IndexMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agg_Age_Sex_Result,IVi58QZ4gRT,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","<15, Female, Positive",mq33twqgDWZ,mq33twqgDWZ
"HTS_TST (N, DSD, IndexMod/Aggregated Age/Sex/Result): HTS received results","HTS_TST (N, DSD, IndexMod/Agg Age/Sex/Result)",HTC_TST_N_DSD_IndexMod_Agg_Age_Sex_Result,IVi58QZ4gRT,"Number of individuals who received HIV Testing Services (HTS) and received their test results.","15+, Female, Positive",LnYfq7wx1hN,LnYfq7wx1hN
